1849
"Apostolische Präfekut",,1071217933
"Apostolischer Administrator"
"Apostolischer Delegat"
"Apostolischer Nuntius","Nuntius","4172181-0"
"Apostolischer Staat"
"Apostolischer Stuhl"
"Apostolischer Visitator"
"Apostolisches Exarchat","Exarchat","4153295-8"
"apostolische Signatur"
"Apostolische Signatur"
"Apostolisches Schreiben"
"Apostolische Sukzession"
"Apostolisches Vikariat"
"Apostolos Suos",,"4797399-7"
"Apostolsiche Signatur"
"Apotion",,"4000522-7"
"Appelation"
"Appellation"
"Appellationsgericht","Berufungsgericht","4144819-4"
"Appellationsrecht","Appellation; Recht","4142813-4; 4048737-4"
"Applikation"
"Applikationspflicht","Applikation"
"Approbation"
"Apsotolischer Stuhl"
"Apstolische Signatur"
"Arabien"
"Arbeigsvertragsordnung","Arbeitsvertragsordnung"
"Arbeisverhältnis",,"4002799-5"
"Arbeitervertragsrecht","Arbeitsvertragsrecht","4002802-1"
"Arbeitgeber"
"Arbeit"
"Arbeitnehmer"
"Arbeitsamt",,"4124561-1"
"Arbeitserecht",,"4002769-7"
"Arbeitsgeber"
"Arbeitsgemeinschaft"
"Arbeitsgerichsbarkeit"
"Arbeitsgerichtbarkeit"
"Arbeitsgericht"
"Arbeitsgerichtsbarkeit"
"Arbeitsgerichtshof"
"Arbeitsgmeinschaft"
"Arbeitslosenhilfe"
"Arbeitslosigkeit"
"Arbeitsplatz"
"Arbeitsrecht"
"Arbeitsrechtliche Kommission des DCV"
"Arbeitsrechtliche Kommission"
"Arbeitsschutz"
"Arbeitsverhältnis"
"Arbeitsverhätlnis"
"Arbeitsvertrag"
"Arbeitsvertragrecht"
"Arbeitsvertragsordnung"
"Arbeitsvertragsrecht"
"Arbeitsvertragsrecht"
"Arbeitszeit"
"Arbeitvertragsrecht"
"Architektur"
"Archivalien"
"Archive"
"Archiv"
"Archivierung"
"Archivnutzung","Archivwesen"
"Archivordnung","Archivwesen"
"Archivrecht"
"Archivwesen"
"Argentinien Gleichgeschlechtliche Lebensgemeinschaft","Argentinien; Gleichgeschlechtliche Ehe","4002890-2; 7688356-5"
"Argentinien"
"Ärgernis"
"arglistige Täuschung"
"Arglistige Täuschung"
"Aristoteles",,"118650130"
"Armee Mariens"
"Armenien"
"Armenische Kirche"
"Armut"
"Armutsgelübde","Armut; Gelübde","4002963-3; 4156466-2 "
"Armutsgelübte","Armut; Gelübde","4002963-3; 4156466-2 "
"Arzt"
"Aschermittwoch"
"Ashburnhamensis"
"Asien"
"Assessor"
"Assistenz","Eheschließungsassistenten"
"Asyl"
"Asylrecht"
"Atheismus"
"Aufasatzsammlung",,"4143413-4"
"Aufbewahrung"
"Aufgabe"
"Aufgebot",,"4289142-5"
"Aufgebung"
"Aufhebung"
"Aufklärung"
"Auflösung"
"Aufnahme"
"Aufsatzband"
"Aufsatz"
"Aufsatzsammlung"
"Aufsicht"
"Aufsichtspflicht"
"Aufsichtsrechte"
"Aufsichtsrecht"
"Auftrag"
"Aufwandsentschädigung"
"Augsburg"
"Augustinus"
"Augustinus von Tarragona"
"Aurelius Augustinus",,"118505114"
"Ausatzsammlung",,"4143413-4"
"Ausbildung"
"Ausbildung: Ordnung"
"Ausbildungsordnung"
"Ausführungsbestimmungen"
"Ausführungsbestimmung"
"Ausgburg"
"Aushilfe"
"Ausländer"
"Ausländerseelsorge"
"Ausland"
"Auslegungsregeln","Auslegung","4069008-8"
"Ausschluß"
"Ausschluss"
"Ausschuss",,"4122855-8"
"Australien",,"4003900-6"
"Auswahl",,"4214540-5"
"Auswertung",,"4126901-9"
"Auszeichnung",,"4338046-3"
"Auszubildende","Auszubildender","4035113-0"
"authentische Interpretation",,"4242040-4"
"Authentische Interpretation",,"4242040-4"
"Authorität",,"4003990-0"
"Autokephalie",,"4143689-1"
"Autonomie",,"4003974-2"
"Autorität",,"4003990-0"
"Auxiliarbischof",,"4132954-5"
"AVO"
"AVO"
"AVR"
"AVVO"
"Bachelor of Arts",,"4721473-9"
"Baden-Baden"
"Baden"
"Baden-Würtemberg"
"Baden-Würtenberg"
"Baden-Württemberg"
"BAG","Deutschland. Bundesarbeitsgericht","2116689-4"
"Baldus de Ubaldis"
"Bamber"
"Bamberg"
"Bandverteidiger"
"baptistische Kirche","Baptisten","4125244-5"
"Baptistische Kirche","Baptisten","4125244-5"
"Barmerzigkeit"
"Barmherzigekeit"
"Barmherzigkeit"
"Basilika"
"Basisgemeinde"
"Basisgemeinden"
"Basisgemeinden Territorialitätsprinzip"
"BAT","Bundesangestelltentarif"
"Baufinanzierung"
"Bau"
"Baulasten"
"Baulast"
"Bauordnung"
"Bauordnungsrecht"
"Baupflicht"
"Baurecht"
"Baurrecht"
"Bausubstanz"
"Bauwesen"
"Baxern"
"Bayerb"
"Bayerisches Konkordat"
"Bayern"
"BDKJ","Bund der Deutschen Katholischen Jugend ","1002384-7"
"Beamte"
"Beamtenrecht"
"Beauftragung"
"Bedeutung"
"Bedingte Taufe"
"Bedingung"
"Beerdigung"
"Begräbnis"
"Begriff"
"Begründung"
"Behinderte"
"Behindertenheim"
"Behindertenhilfe"
"Behinderung"
"Beichtbefugnis","Beichtvollmacht"
"Beichtbefugnis Jungfrauenweihe"
"Beichte"
"Beichtgeheimnis"
"Beichtraum"
"Beichtsakrament"
"Beichtstuhl"
"Beichtvater"
"Beichtvollmacht"
"Beihilfe","Beihilfe (Strafrecht); Beihilfe (Dienstrecht)","4112698-1; 4005320-9"
"Beihilfeordnung","Beihilfe (Dienstrecht); Ordnung","4005320-9; 4043744-9"
"Beisetzung"
"Beispruchsrechte","Beispruchsrecht","4333634-6 "
"Beistand"
"Beitragspflicht",,"4144388-3"
"Bekanntmachung"
"Bekennstnisschule"
"Bekenntisschule"
"Bekenntnisfreiheit"
"Bekenntnisschule"
"Beleidigung"
"Belgien"
"Bendedikt XVI.",,"118598546"
"Bendeikt XVI",,"118598546"
"Bendeikt XVI.",,"118598546"
"Bendekt XVI.",,"118598546"
"Bendikt XVI.",,"118598546"
"Benedict XVI.",,"118598546"
"Benedigt XVI.",,"118598546"
"Benediktiner"
"Benediktion"
"Benedikt XIV",,"118655434"
"Benedikt XIV.",,"118655434"
"Benedikt XV",,"118655442"
"Benedikt XV.",,"118655442"
"Benedikt XVI",,"118598546"
"Benedikt XVI.",,"118598546"
"Benefizialrecht","Benefizium; Recht","4134932-5; 4048737-4"
"Benefizien"
"Benefizium"
"Benutzungsordnung"
"Beratung"
"Bericht"
"Berlin"
"Berlin Religionsfreiheit"
"Bermherzigkeit"
"Bernadus Parmensis"
"Bernold von Konstanz"
"Berufsausbildung"
"Berufung"
"Berufungsgericht","Berufungsgericht","4144819-4"
"Berufungsrecht","Berufung; Recht","4005966-2; 4048737-4"
"Berufungsverfahren","Berufung; Verfahren","4005966-2; 4187669-6"
"Beschlüsse"
"Beschluss"
"Beschneidung","Beschneidung (Frau); Beschneidung (Mann)","7648122-0; 4144874-1"
"Beschwerde"
"Bescluss"
"Besetzung"
"Besitzergreifung"
"Besoldung"
"Besoldungsordnune","Besoldungsordnung"
"Besoldungsordnung"
"Besoldungsordnung","Besoldungsordnung"
"Besoldungsorndung","Besoldungsordnung"
"Besolsung"
"Bestätigungsdekret","Bestätigung; Dekret","4461619-3; 4136807-1"
"Bestattung"
"Bestattung Partikularrecht"
"Bestattungsgesetz"
"Bestattungsordnung"
"Bestattungsrecht"
"Betriebsverassungsgesetz","Betriebsverfassungsrecht","4122914-9"
"Betriebsverfassungsgesetz","Betriebsverfassungsrecht","4122914-9"
"Betstattungsrecht"
"Beugestrafe"
"Beugestrafen","Beugestrafe"
"Beurkundung"
"Beurlaubung"
"Beweisaufnahme",,"4145171-5"
"Beweiserhebung","Beweisaufnahme","4145171-5"
"Beweiserhebung: Pastor Bonus"
"Beweisführung"
"Beweis"
"Beweiskraft",,"7857638-6"
"Beweislast"
"Beweismittel"
"Beweiswürdigung"
"Beweiwürdigung"
"Bewerbung"
"Beziehung"
"BGB","Bürgerliches Gesetzbuch","4069719-8"
"Bibel"
"Bibliographie"
"Bibliothek"
"Bigamie"
"Bilanz"
"Bildung"
"Bildungshaus"
"Bildungswerk"
"Bination",,"7794669-8"
"Bioehtik"
"Bioethik"
"Biografie"
"Biographie"
"Biographien"
"Biologie"
"Biomedizin"
"Bischofamt"
"Bischofdernennung"
"Bischöfe"
"Bischof"
"Bischofkonferenz"
"bischöflicher Stuhl","Bischöflicher Stuhl"
"Bischöflicher Stuhl"
"Bischofs"
"Bischofsamt"
"Bischofsbestellung"
"Bischofserkennung"
"Bischofsernennung"
"Bischofsernnenung"
"Bischofskoadjutor"
"Bischofskollegium"
"Bischofskonferent"
"Bischofskonferenzen"
"Bischofskonferenz"
"Bischofskongregation"
"Bischofskonrefenz"
"Bischofsrat"
"Bischofssynode","Katholische Kirche. Bischofssynode","2038325-3"
"Bischofsvikar"
"Bischofswahl"
"Bischofswahlrecht","Bischofswahl; Wahlrecht","4145707-9; 4064302-5 "
"Bischofsweihe"
"Bischofsynode","Katholische Kirche. Bischofssynode","2038325-3"
"Bischopfsweihe"
"Bischosvikar"
"Bisexualität"
"Bistum"
"Bistum Münster"
"Bistums..."
"BK-USA","Bischofskonferenz der Vereinigten Staaten von Amerika","4205426-6"
"Blasphemie"
"Bolivien"
"Bologna"
"Bologna-Prozess"
"Bonifatiuswerk"
"Bonifaz VIII."
"Bonium Coniugum",,"7796124-9 "
"Bonn"
"bonum coiugum",,"7796124-9 "
"bonum coniugum",,"7796124-9 "
"bonum Coniugum",,"7796124-9 "
"Bonum coniugum",,"7796124-9 "
"Bonum Coniugum",,"7796124-9 "
"bonum fidei","Bonum fidei"
"Bonum fidei","Bonum fidei"
"Bonum Fidei","Bonum fidei"
"bonum prolis","Bonum prolis"
"Bonum prolis"
"bonum sacramenti"
"Boschofskonferenz",,"4145700-6"
"Bosnien herzegovina"
"Bosnien-Herzegowina"
"Bosnien-Herzogowina"
"Bosnien und Herzegovina"
"Botschafter"
"Bozen-Brixen",,1113884711
"Bralisien"
"Brandenburg"
"Brasilien"
"Brautexamen"
"Brautgeld"
"Bremen"
"Brot"
"Brüderliches Leben"
"Bruderschaft"
"Buchbesprechung"
"Bücher"
"Buch"
"Buddhismus"
"Buenos Aires"
"Bulgarien"
"Bulle",,"4146911-2"
"Bundesarbeitsgericht","Deutschland. Bundesarbeitsgericht","2116689-4"
"Bundesgericht",,"4146949-5"
"Bundesgerichtshof"
"Bundeskommission"
"Bundesrat",,"35187-8"
"Bundesregierung",,"2028808-6"
"Bundessozialgericht",,"5057304-4"
"Bundestag",,"2028840-2"
"Bundesvefasssungsgericht",,"35195-7"
"Bundesverfassungericht",,"35195-7"
"Bundesverfassungsgericht",,"35195-7"
"Bundesverfassungsgericht Verfassungsrecht"
"Bundesverfassungsrecht"
"Bundesverwaltungsgericht",,"35195-7"
"Bundeswehr",,"2116728-X"
"Bürgerliches Recht"
"Burundi"
"Buschbesprechung"
"Bußakt"
"Bußbücher","Bußbuch","4147040-0"
"Buße Bußsakrament"
"Buße"
"Bußgottesdienst"
"Bußkanoniker"
"Bußordnung"
"Bußpraxis"
"Bußsakarament"
"Bußsakrament"
"Bußssakrament"
"Byzantinischer Ritus"
"Byzanz"
"c. 1394"
"Caeremoniale Episcoporum"
"Cambridge"
"Cap Verde",,"4029617-9"
"Cariasverband","Deutscher Caritasverband","37114-2"
"Caritasaverband","Deutscher Caritasverband","37114-2"
"Caritas"
"Caritas in Veritate","Caritas in veritate","7679005-8"
"Caritasverand","Deutscher Caritasverband","37114-2"
"Caritasverbande","Deutscher Caritasverband","37114-2"
"Caritasverband","Deutscher Caritasverband","37114-2"
"Carl Ernst Jarcke"
"Carl Schmitt"
"Cartasverband","Deutscher Caritasverband","37114-2"
"Cartias"
"Cartiasverband","Deutscher Caritasverband","37114-2"
"Causae hereticorum"
"Causas Matrimoniales"
"CCEE",,"1052595-6"
"CCEO",,"4285086-1"
"CCEO CIC/1983",,"4285086-1; 4131491-8"
"CCEO: Ostkirchen",,"4285086-1"
"CCEO: Ostkirchenrecht",,"4285086-1"
"CELAM",,"1042441-6"
"Cerwaltungsrekurs","Verwaltungsrekurs"
"Charisma"
"Chile"
"China"
"Chistgläubige"
"Chlodwig"
"Chorherrenstift"
"Chrisam"
"Chrisammesse"
"christefideles"
"Christen"
"Christentum"
"Christgälubige"
"Christgläubige"
"christifideles"
"Christifideles"
"Christifideles laici",,"4277739-2"
"Christifideles Laici","Christifideles laici","4277739-2"
"christifidelis"
"Christifidelis laici","Christifideles laici","4277739-2"
"christliche Ethik"
"christliche Kirchen",,"4030702-5"
"Christliche Soziallehre"
"Christologie"
"Christus Dominus",,"4452138-8"
"CIC/19117",,1153376725
"CIC 1917",,1153376725
"CIC/ 1917",,1153376725
"CIC/1917",,1153376725
"CIC1917",,1153376725
"CIC/19183",,"4131491-8"
"CIC/1982",,"4131491-8"
"CIC 1983",,"4131491-8"
"CIC/ 1983",,"4131491-8"
"CIC/1983",,"4131491-8"
"CIC/1993",,"4131491-8"
"CIC",,"4131491-8"
"CICO",,"5129129-0"
"Citypastoral"
"Cityseelsorge"
"clausula salutaris"
"Clemens VIII."
"Cleri Sanctitati"
"CLSA",,"67023-6"
"Coaching"
"CODA","KODA","7861230-5"
"Codesreform","Codexreform"
"Codex"
"Codex iuris canonici"
"Codex Iuris Canonici"
": Codexreform","Codexreform"
"Codexreform"
"Codexrerom","Codexreform"
"Collectio Francofortana"
"Collectio Hispana"
"Collectio X Patrum"
"Collegium Orientale",,"1239746-5"
"ComECE",,"5333896-0"
"come una madre amorevole"
"communicatio in sacris"
"Communicatio In Sacris"
"Communicatio in sacris"
"communicatio in sacrist"
"communictio in sacris"
"communio",,"4825189-6"
"communio ecclesiale"
"communio ecclesiale"
"Communio-Ekkleisologie"
"communio-Ekklesiologie"
"Communio-Ekklesiologie"
"communio fidelium"
"communio fidelium"
"communio hierachica","communio hierarchica"
"communio hierarchica"
"Communio",,"4825189-6"
"communio plena","Communio plena"
"Communio plena"
"communuio","Communio","4825189-6"
"Computer"
"Concilium Quinsextum"
"conditio"
"Congregatio de Doctrina Fidei"
"Congregatio pro Doctrina Fidei"
"consortium totius vitae"
"consortium totus vitae","consortium totius vitae"
"Cormac Burke",,1048504077
"Corpus Iuris Canonici"
"Corpus Iuris Civilis"
"Corpus Iusris Canonici"
"Craitasverband"
"Crebrae Allatae"
"Crimen Sollicitationis"
"Crimen Sollicitudinis"
"Curator",,"4201070-6"
"Dänemark"
"Dänemark: Katholische Kirche","Dänemark; Katholische Kirche","4010877-6; 2009545-4"
"Darlehen"
"Darlehnen"
"Datenerfassung"
"Datenschutz"
"Datenschutzklasse"
"Dateschutz"
"DBK",,"1001564-4"
"DBK Deutschland",,"1001564-4"
"DDR",,"4011890-3"
"Decetum Gratriani",,"4072001-9"
"Dechant"
"De concordia inter codices"
"De concordia inter Codices","De concordia inter codices"
"De Concordia inter Codices","De concordia inter codices"
"decretum gratiani",,"4072001-9"
"Decretum Gratiani",,"4072001-9"
"Dectretum Grantiani",,"4072001-9"
"defectum discretionis iudicii","defectus discretionis iudici"
"defectus dicretionis iudicii","defectus discretionis iudici"
"defectus discretionis iudici"
"defectus discretionis iudicii","defectus discretionis iudici"
"defectus discretionis iudicis","defectus discretionis iudici"
"defectus disretionis iudici","defectus discretionis iudici"
"Defektionsklauseln"
"defensor vinculi",,"4540769-1"
"Definitor"
"Defizit"
"Dei miseratione"
"Dei Miseratione","Dei miseratione"
"Dei Verbum",,"4193033-2"
"Dekalog"
"Dekan",,"4441540-0"
"Dekanat"
"Dekanatsrat"
"Dekane",,"4441540-0"
"Dekretalen"
"Dekretalenrecht"
"Dekretalisten"
"Dekretalistik"
"Dekrete"
"Dekret"
"Dekretisten","Dekretalisten"
"Dekretverfahren"
"Delegation"
"delicta graiviora","delicta graviora"
"delicta graviora","delicta graviora"
"Delicta graviora","delicta graviora"
"Delicta Graviora","delicta graviora"
"Delictum gravium","delicta graviora"
"Delikta graviora","delicta graviora"
"Demokratie"
"Denkmal"
"Denkmalpflege"
"Denkmalschutz"
"De Populo Dei",,1126992399
"depositum fidei",,"7563866-6"
"Depression"
"Derogation"
"Detuschland"
"Deus caritas est",,"7538617-3"
"Deus Caritas Est",,"7538617-3"
"Deuschland"
"Deutschalnd"
"Deutschand"
"Deutsche Bischofskonferenz"
"Deutscher Orden"
"Deutsches Zivilrecht",,"4047304-1"
"Deutschland-"
"Deutschland"
"Deutschland: Partikularrecht","Deutschland; Partikularrecht","4011889-7; 4173443-9"
"Deutschlang"
"Diakonat"
"Diakon: Diakonenrat"
"Diakone"
"Diakonenkonferenz"
"Diakonenrat"
"Diakonenweihe"
"Diakon"
"Diakonie"
"Diakonin"
"Diakonisse"
"Diakonrat","Diakonenrat"
"Dialog"
"Diaolog"
"Diasporahilfswerk"
"Diaspora"
"Diäzesansynode"
"Didaktik"
"Diensrecht","Dienstrecht","4113306-7"
"Dienstanweisung"
"Dienstfahrt"
"Dienstgeber"
"Dienstgemeinschaft"
"Dienst"
"Dienstnehmer"
"Dienstordnung"
"Dienstprüfung"
"Dienstrecht"
"Dienstreise"
"Diensttelefon"
"Dienstvereinbarungen"
"Dienstvereinbarung"
"Dienstverhältnis",,"4149742-9"
"Dienstvertragsordnung"
"Dienstwohnung"
"Dienstzeit"
"Diespens","Dispens","4150195-0"
"differenzierter Konsens"
"Dignbitas Connubii"
"Dignitas",,"4232786-6"
"Dignitas Connibii"
"Dignitas Connubi"
"dignitas connubii"
"dignitas Connubii"
"Dignitas Connubii"
"Dignitas connubii"
"Dignitas Connubiii"
"dignitas conubii"
"Dignitas Conubii"
"Dignitas Conubiii"
"dignitas humanae",,"4333351-5"
"Dignitas humanae",,"4333351-5"
"Dignitas Humanae",,"4333351-5"
"Dignitatis Humanae",,"4333351-5"
"Dikasterium für den Dienst zugunsten der ganzheitlichen Entwicklung des Menschen"
"Dikasterium für die ganzheitliche Entwicklung des Menschen"
"Dikasterium für Laien",,1150550066
"Dikastrium für Laien","Dikasterium für Laien",1150550066
"Dinestrecht"
"Dingitas Connubii"
"Diözesanadministrator"
"Diözesanbildungswerk"
"Diözesanbischof",,"4006949-7"
"Diözesanbischöfe","Diözesanbsichof","4006949-7"
"Diözesanbsichof",,"4006949-7"
"Diözesandynode",,"4150013-1"
"Diözesane Kommission"
"Diözesanes Recht"
"Diözesanforum"
"Diözesangericht"
"Diözesangrenze"
"Diözesangrenzen","Diözese; Grenze","4070487-7;  4130793-8"
"Diözesan- Katholikentag"
"Diözesankirchensteuerrat"
"Diözesankirchensteurrat","Diözesankirchensteuerrat"
"Diözesankirechensteuerrat","Diözesankirchensteuerrat"
"Diözesankomitee"
"Diözesankonsultoren"
"Diözesankrichensteuerrat"
"Diözesankurie"
"Diözesanökonom"
"Diözesanpastoralrat",,"7794215-2"
"Diözesanrat"
"Diözesanrichter"
"Diözesansteuerausschuss"
"Diözesansynodalrat"
"Diözesansynode"
"Diözesantag"
"Diözesanvermögensrat"
"Diözesanvermögensverwaltung"
"Diözesanvermögensverwaltungsrat"
"Diözesanvermögenverwaltungsrat"
"Diözesanversammlung",,"4566792-5"
"Diözesanvertrag"
"Diözesanverwaltung"
"Diözesanverwaltungsrat"
"Diozese"
"Diözese Augsburg"
"Diözese"
"Diözesen"
"Dipensvollmacht","Dispensvollmacht"
"Diplom",,"4012398-4"
"Diplomatie"
"Diplomatische Beziehungen"
"Diplomprüfungsordnung",,"4290702-0"
"Dipolmatische Beziehungen"
"Direktorium",,"4150132-9"
"Diskriminierung"
"Diskrminierung"
"Diskussion"
"Dispens"
"Dispensmöglichkeit"
"Dispensrecht"
"Dispensverfahren"
"Dispensvollmacht"
"Diszipilnarstrafe","Disziplinarstrafe"
"Disziplinarordnung"
"Disziplinarrecht"
"Disziplinarstrafe"
"Disziplinarverfahren"
"Disziplin"
"Divinus Perfectionis Magister"
"Diziplinarstrafe","Disziplinarstrafe"
"Dogma"
"Dogmatik"
"Doktrin"
"Dokumentenprozess"
"Dokumentenverfahren"
"Dolmetscher",,"4012679-1"
"dolus"
"Dolus"
"Dominativgewalt"
"Dominikaner"
"Dominikanische Republik"
"Dominus Jesus"
"Domkabitel"
"Domkapitel"
"Domkaptitel"
"Donum Vitae"
"Doppelkloster"
"Dotationen"
"Dozent"
"Dresden"
"Dresden-Meißen",,1073179222
"Dritte Orden"
"Dritter Bildungsweg",,"4247284-2"
"Dritter Orden"
"Dritter Weg",,"4122121-7"
"Drogen",,"4048610-2"
"Drogenmissbrach"
"Drogenmissbrauch"
"DStVWO"
"duplex sententia conformis"
"DVO"
"DVR- Eichstätt"
"DVVR"
"Ecclesia dei",,"16058640-9"
"Ecclesia Dei",,"16058640-9"
"Ecclesia Die","Ecclesia Dei","16058640-9"
"Ecclesiae sanctae"
"Ecclesiae Sanctae"
"ecclesia sui generis"
"ecclesia sui iuris"
"Ecclesia Sui Iuris"
"Ecclesia sui iuris"
"Ecclesiologie","Ekklesiologie","4070730-1"
"Ecuador"
"EDV"
"EGMR",,"1003803-6"
"eheähnliche Lebensgemeinschaft","Eheähnliche Lebensgemeinschaft","4070666-7"
"Eheähnliche Lebensgemeinschaft",,"4070666-7"
"Eheänliche Lebensgemeinschaft","Eheähnliche Lebensgemeinschaft","4070666-7"
"Eheannulierung","Eheannullierung"
"Eheannullierung"
"Eheannullierungsprozess"
"Eheannullierungsverfahren"
"Eheannunlierung","Eheannullierung"
"Eheassistenz",,"7792207-4 "
"Eheauflösung"
"Eheauflöung","Eheauflösung"
"Eheband"
"Eheband consortium totius vitae"
"Ehebandverteidiger"
"Ehebandverteidigung"
"Ehebegriff"
"Eheberatung"
"Ehebrgriff","Ehebegriff"
"Ehebruch"
"Ehebund"
"Ehefähigkeit"
"Ehefrau"
"Eheführung"
"Eheführungsfähigkeit"
"Eheführungsunfähgikeit","Eheführungsunfähigkeit"
"Eheführungsunfähgkeit","Eheführungsunfähigkeit"
"Eheführungsunfähigkeit"
"Eheführungsunfähigkeit: Gleichstellung"
"EheführungsunfähigkeitPsychische Eheunfähigkeit"
"Eheführungsunfährigkeit","Eheführungsunfähigkeit"
"Eheführungunfähigkeit","Eheführungsunfähigkeit"
"Eheführunsgunfähigkeit","Eheführungsunfähigkeit"
"Ehegatten"
"Ehegericht"
"Ehegerichtsbarkeit"
"Ehegesetz",,"4124812-0"
"Ehegültigkeit"
"Ehehichtigkeitsverfahren","Ehenichtigkeitsverfahren"
"Ehehiindernisse"
"Ehehindernis"
"Ehehindernisse"
"Ehehnichtigkeit","Ehenichtigkeit","4151107-4"
"Ehehnichtigkeitsverfahren","Ehenichtigkeitsverfahren"
"Ehehrechtsprechung","Eherechtsprechung"
"Ehe"
"Eheinichtigkeitsverfahren","Ehenichtigkeitsverfahren"
"Ehekonsens"
"Ehelehre"
"Ehelehre Sexualethik"
"Ehelichen Pflichten","Eheliche Pflichten"
"Eheliche Pflichten"
"eheliche Treue","Eheliche Treue"
"Eheliche Treue"
"Ehelosigkeit"
"Ehenichtigekit"
